title,author,year,text,source,word_count,contains_misinformation_indicators
21st Century Global and Regional Surface Temperature Projections,"
Nicole Ma
, 
Jonathan H. Jiang
, 
Kennard Hou
, 
Yun Lin
, 
Trung Vu
, 
Philip E. Rosen
, 
Yu Gu
, 
Kristen A. Fahy
",2022,"  Many regions across the globe broke their surface temperature records in
recent years, further sparking concerns about the impending arrival of ""tipping
points"" later in the 21st century. This study analyzes observed global surface
temperature trends in three target latitudinal regions: the Arctic Circle, the
Tropics, and the Antarctic Circle. We show that global warming is accelerating
unevenly across the planet, with the Arctic warming at approximately three
times the average rate of our world. We further analyzed the reliability of
latitude-dependent surface temperature simulations from a suite of Coupled
Model Intercomparison Project Phase 6 models and their multi-model mean. We
found that GISS-E2-1-G and FGOALS-g3 were the best-performing models based on
their statistical abilities to reproduce observational, latitude-dependent
data. Surface temperatures were projected from ensemble simulations of the
Shared Socioeconomic Pathway 2-4.5 (SSP2-4.5). We estimate when the climate
will warm by 1.5, 2.0, and 2.5 degrees C relative to the preindustrial period,
globally and regionally. GISS-E2-1-G projects that global surface temperature
anomalies would reach 1.5, 2.0, and 2.5 degrees C in 2024 (+/-1.34), 2039
(+/-2.83), and 2057 (+/-5.03) respectively, while FGOALS-g3 predicts these
""tipping points"" would arrive in 2024 (+/-2.50), 2054 (+/-7.90), and 2087
(+/-10.55) respectively. Our results reaffirm a dramatic, upward trend in
projected climate warming acceleration, with upward concavity in 21st century
projections of the Arctic, which could lead to catastrophic consequences across
the Earth. Further studies are necessary to determine the most efficient
solutions to reduce global warming acceleration and maintain a low SSP, both
globally and regionally.
",arXiv,252,False
"Bayesian Appraisal of Random Series Convergence with Application to
  Climate Change","
Sucharita Roy
, 
Sourabh Bhattacharya
",2020,"  Roy and Bhattacharya (2020) provided Bayesian characterization of infinite
series, and their most important application, namely, to the Dirichlet series
characterizing the (in)famous Riemann Hypothesis, revealed insights that are
not in support of the most celebrated conjecture for over 150 years.
  In contrast with deterministic series considered by Roy and Bhattacharya
(2020), in this article we take up random infinite series for our
investigation. Remarkably, our method does not require any simplifying
assumption. Albeit the Bayesian characterization theory for random series is no
different from that for the deterministic setup, construction of effective
upper bounds for partial sums, required for implementation, turns out to be a
challenging undertaking in the random setup. In this article, we construct
parametric and nonparametric upper bound forms for the partial sums of random
infinite series and demonstrate the generality of the latter in comparison to
the former. Simulation studies exhibit high accuracy and efficiency of the
nonparametric bound in all the setups that we consider.
  Finally, exploiting the property that the summands tend to zero in the case
of series convergence, we consider application of our nonparametric bound
driven Bayesian method to global climate change analysis. Specifically,
analyzing the global average temperature record over the years 1850--2016 and
Holocene global average temperature reconstruction data 12,000 years before
present, we conclude, in spite of the current global warming situation, that
global climate dynamics is subject to temporary variability only, the current
global warming being an instance, and long term global warming or cooling
either in the past or in the future, are highly unlikely.
",arXiv,259,False
Photovoltaic Surfaces to Reverse Global Warming,"
Christiana Honsberg
, 
Stuart G. Bowden
, 
Ian R. Sellers
, 
Richard R. King
, 
Stephen M. Goodnick
",2022,"  Climate changes and its many associated impacts are one of the most critical
global challenges. Photovoltaics has been instrumental in mitigation of CO$_2$
through the generation of electricity. However, the goal of limiting global
warming to 1.5 $^\circ$C increasingly requires additional approaches. The paper
presents how PV surfaces can be designed to reverse the Earth's radiative
imbalance from increased greenhouse gasses that lead to higher global
temperatures. The new PV surface generate electricity, reflect sub-band gap
radiation, minimize their temperature, generate thermal radiation and emit
additional IR through the atmospheric, with these processes totaling 650
Wm$^{-2}$. This is realized by: (1) PV system efficiency at operating
temperature $>$ 20 \% and sub-band gap reflection of 150 Wm$^{-2}$ for a total
of 350 Wm$^{-2}$ (2) Thermally emitted radiation (radiative cooling) of 150
Wm$^{-2}$; and (3) Active IR emission through an atmospheric window at 1.5
$\mu$ of 150 Wm$^{-2}$. With such PV surfaces, we show that 10 TW of installed
PV can reverse global warming. Using PV to balance global temperatures
introduces additional considerations for PV, focusing on high efficiency,
particularly high efficiency at operating temperatures, radiative cooling, and
new processes for 1.5 $\mu$ emission. We find that depending on their design,
PV panels can increase or decrease global temperatures.
",arXiv,208,False
"Cumulative emissions accounting of greenhouse gases due to path
  independence for a sufficiently rapid emissions cycle","
Ashwin K Seshadri
",2020,"  Cumulative emissions accounting for carbon-dioxide (CO2) is founded on
recognition that global warming in Earth System Models (ESMs) is roughly
proportional to cumulative CO2 emissions, regardless of emissions pathway.
However, cumulative emissions accounting only requires the graph between global
warming and cumulative emissions to be approximately independent of emissions
pathway (""path-independence""), regardless of functional relationship between
these variables. The concept and mathematics of path-independence are
considered for an energy-balance climate model (EBM), giving rise to a
closed-form expression of global warming, together with analysis of the
atmospheric cycle following emissions. Path-independence depends on the ratio
between the period of the emissions cycle and the atmospheric lifetime, being a
valid approximation if the emissions cycle has period comparable to or shorter
than the atmospheric lifetime. This makes cumulative emissions accounting
potentially relevant beyond CO2, to other greenhouse gases (GHGs) with
lifetimes of several decades whose emissions have recently begun.
",arXiv,148,False
Urban and non-urban contributions to the social cost of carbon,"
Francisco Estrada
, 
Veronica Lupi
, 
Wouter Botzen
, 
Richard S. J. Tol
",2024,"  The social cost of carbon (SCC) serves as a concise gauge of climate change's
economic impact, often reported at the global and country level. SCC values are
disproportionately high for less-developed, populous countries. Assessing the
contributions of urban and non-urban areas to the SCC can provide additional
insights for climate policy. Cities are essential for defining global
emissions, influencing warming levels and associated damages. High exposure and
concurrent socioenvironmental problems exacerbate climate change risks in
cities. Using a spatially explicit integrated assessment model, the SCC is
estimated at USD$137-USD$579/tCO2, rising to USD$262-USD$1,075/tCO2 when
including urban heat island (UHI) warming. Urban SCC dominates, with both urban
exposure and the UHI contributing significantly. A permanent 1% reduction of
the UHI in urban areas yields net present benefits of USD$484-USD$1,562 per
urban dweller. Global cities have significant leverage and incentives for a
swift transition to a low-carbon economy, and for reducing local warming.
",arXiv,150,False
Young People's Burden: Requirement of Negative CO2 Emissions,"
James Hansen
, 
Makiko Sato
, 
Pushker Kharecha
, 
Karina von Schuckmann
, 
David J Beerling
, 
Junji Cao
, 
Shaun Marcott
, 
Valerie Masson-Delmotte
, 
Michael J Prather
, 
Eelco J Rohling
, 
Jeremy Shakun
, 
Pete Smith
",2016,"  Global temperature is a fundamental climate metric highly correlated with sea
level, which implies that keeping shorelines near their present location
requires keeping global temperature within or close to its preindustrial
Holocene range. However, global temperature excluding short-term variability
now exceeds +1degC relative to the 1880-1920 mean and annual 2016 global
temperature was almost +1.3degC. We show that global temperature has risen well
out of the Holocene range and Earth is now as warm as during the prior
interglacial, when sea level reached 6-9 meters higher than today. Further,
Earth is out of energy balance with present atmospheric composition, implying
more warming is in the pipeline, and we show that the growth rate of greenhouse
gas climate forcing has accelerated markedly in the past decade. The rapidity
of ice sheet and sea level response to global temperature is difficult to
predict but is dependent on the magnitude of warming. Targets for limiting
global warming should aim to avoid leaving global temperature at Eemian or
higher levels for centuries. Such targets require ""negative emissions"",
extraction of CO2 from the air. If phasedown of fossil fuel emissions begins
soon, improved agricultural and forestry practices may provide much of the
extraction, and the magnitude and duration of global temperature excursion
above the natural range of the current interglacial could be limited and
irreversible impacts minimized. In contrast, continued high emissions place a
burden on young people to undertake massive technological CO2 extraction to
limit climate change and its consequences. Proposed methods of extraction have
minimal estimated costs of 89-535 trillion dollars this century and have large
risks and uncertain feasibility. Continued high emissions unarguably sentences
young people to a massive, implausible cleanup, growing deleterious climate
impacts or both.
",arXiv,285,False
"Has global warming modified the relationship between sunspot numbers and
  global temperatures?","
Ladislav Kristoufek
",2016,"  We study time evolution of the relationship between sunspot numbers and
global temperatures between 1880 and 2016 using wavelet coherence framework.
The results suggest that the relationship is stable in time. Changes in the
sunspot numbers precede changes in the temperatures by more than two years as
suggested by the wavelet phase differences. This leading position of the sun
activity is stable in time as well. However, the relationship has been
disturbed by increasing $CO_2$ emissions since 1960s. Without controlling for
the effect of possible global warming, or more precisely the positive
connection between increasing $CO_2$ emissions and the global temperatures, the
findings would have been quite different. Combination of the cointegration
analysis and wavelet coherence framework has enabled uncovering a hidden
relationship between the solar activity and global temperatures, and possibly
explaining equivocal results in the topical literature.
",arXiv,139,False
Science Behind Observations,"
Slavoljub Mijovic
",2023,"  Global climate change is one of main concern of modern society. To estimate
this change usually one estimates the global mean temperature. Measuring and
calculating the Earth's average temperature are multi-steps complex processes
which combine data from various sources and use statistical techniques.
Nowadays, the dataset containing the spatial-temporal data about Earth's
temperature is readily to use. Although scientists claim that to be able to
achieve an accuracy of a few tenths of a degree, the main question is not the
accuracy but, does the global mean temperature make sense at all? It is shown
that the existing methodology of determining the global mean temperature is
quite inappropriate and in long term creating wrong science. A new methodology
is introduced, concerning energy budget of heating and cooling of the Earth.
The total influence of the atmosphere in global warming can be easily estimate
by comparison with the Moon's temperature as a bare body. 'The potential
temperature for cooling' is introduced as a right parameter to estimate global
warming trend and climate change. Using the new methodology in temperature's
averaging, many surprising results would be expected and would give right
insight about the climate change.
  Key words: climate change, the average planet's temperature, greenhouse
effect, modelling
",arXiv,205,False
Global total precipitable water variations and trends during 1958-2021,"
Nenghan Wan
, 
Xiaomao Lin
, 
Roger A. Pielke Sr.
, 
Xubin Zeng
, 
Amanda M. Nelson
",2022,"  Global responses of the hydrological cycle to climate change have been widely
studied but uncertainties of temperature responses to lower-tropospheric water
vapor still remain. Here, we investigate the trends in global total
precipitable water (TPW) and surface temperature from 1958 to 2021 using
improved ERA5 and JRA-55 reanalysis datasets and further validate these trends
by using radiosonde, Atmospheric Infrared Sounder (AIRS), and Microwave
Satellite (SSMI(S)) observations. Our results indicate a global increase in
total precipitable water (TPW) of 0.66% per decade according to ERA5 data and
0.88 % per decade in JRA-55 data.These variations in TPW reflect the
interactions of global warming feedback mechanisms across different spatial
scales. Our results also revealed a significant near-surface temperature (T2m)
warming trend at the rate of 0.14 K dec-1 and a strong water vapor response to
temperature at a rate of 4-6 % K -1 globally, with land areas warming
approximately twice as fast as the oceans. The relationship between TPW and T2m
or surface skin temperature Ts showed a variation around 6 - 8 % K -1 in the
15-60 latitude band, aligning with theoretical estimates from the Clausius
Clapeyron equation.
",arXiv,189,False
Towards reliable projections of global mean surface temperature,"
Philip G. Sansom
, 
Donald Cummins
, 
Stephan Siegert
, 
David B. Stephenson
",2021,"  Quantifying the risk of global warming exceeding critical targets such as 2.0
K requires reliable projections of uncertainty as well as best estimates of
Global Mean Surface Temperature (GMST). However, uncertainty bands on GMST
projections are often calculated heuristically and have several potential
shortcomings. In particular, the uncertainty bands shown in IPCC plume
projections of GMST are based on the distribution of GMST anomalies from
climate model runs and so are strongly determined by model characteristics with
little influence from observations of the real-world. Physically motivated
time-series approaches are proposed based on fitting energy balance models
(EBMs) to climate model outputs and observations in order to constrain future
projections. It is shown that EBMs fitted to one forcing scenario will not
produce reliable projections when different forcing scenarios are applied. The
errors in the EBM projections can be interpreted as arising due to a
discrepancy in the effective forcing felt by the model. A simple time-series
approach to correcting the projections is proposed based on learning the
evolution of the forcing discrepancy so that it can be projected into the
future. These approaches give reliable projections of GMST when tested in a
perfect model setting, and when applied to observations lead to well
constrained projections with lower mean warming and narrower projection bands
than previous estimates. Despite the reduced uncertainty, the lower warming
leads to a greatly reduced probability of exceeding the 2.0 K warming target.
",arXiv,236,False
"Global Surface Warming Caused by Shorter-term Radiative Forcings of
  Aerosols and Ozone in the Last Two Decades","
Qing-Bin Lu
",2024,"  Conventional climate models have predicted continuous warming on the Earth's
surface and cooling in the upper stratosphere. Here we report observations of
regional and global upper stratosphere temperature (UST) and surface
temperature and of various climate drivers including greenhouse gases (GHGs),
ozone, aerosols, solar variability, snow cover extent, and sea ice extent
(SIE), combined with calculations of global mean surface temperature (GMST) by
a conceptual physics model. We strikingly found warming trends of 0.8(+/-0.6)
and 0.7(+/-0.2) K/decade in UST at altitudes of 35-40 km in the Arctic and
Antarctic respectively and no significant trends over non-polar regions since
2002. According to the well-recognized climate models, these UST trends provide
fingerprints of decreasing (no significant trends) in total GHG effect in polar
(non-polar) regions. Correspondingly, we made the first observation of both
surface cooling trends in the Antarctic since 2002 and the Arctic since 2016
once the SIE started to recover. But surface warming remains at mid-latitudes,
which caused the recent rise in GMST. The latter is quantitatively explained by
the positive short-term radiative forcings of aerosols and ozone due to
improved air quality. The observed GMST changes agree well with calculated
results by the physics model based on halogen-containing GHGs, whose
destruction is consistent with the characteristics of the cosmic-ray-driven
reaction mechanism with larger rates at higher latitudes. With observations of
rapidly lowered aerosol loading, projected halogenated GHGs and stopped Arctic
amplification, we predict to observe an emerging long-term GMST reversal that
started at the end of 2023.
",arXiv,248,False
Towards Sustainable Energy-Efficient Data Centers in Africa,"
David Ojika
, 
Jayson Strayer
, 
Gaurav Kaul
",2021,"  Developing nations are particularly susceptible to the adverse effects of
global warming. By 2040, 14 percent of global emissions will come from data
centers. This paper presents early findings in the use AI and digital twins to
model and optimize data center operations.
",arXiv,43,False
"Warming inhibits Increases in Vegetation Net Primary Productivity
  despite Greening in India","
Ripan Das
Interdisciplinary Program in Climate Studies, Indian Institute of Technology Bombay, Powai, Mumbai, India
, 
Rajiv Kumar Chaturvedi
Department of Humanities and Social Sciences, Birla Institute of Technology and Science-Goa Campus, Zuarinagar, India
, 
Adrija Roy
Department of Civil Engineering, Indian Institute of Technology Bombay, Powai, Mumbai, India
, 
Subhankar Karmakar
Interdisciplinary Program in Climate Studies, Indian Institute of Technology Bombay, Powai, Mumbai, India
Environmental Science and Engineering Department, Indian Institute of Technology Bombay, Powai, Mumbai, India
, 
Subimal Ghosh
Interdisciplinary Program in Climate Studies, Indian Institute of Technology Bombay, Powai, Mumbai, India
Department of Civil Engineering, Indian Institute of Technology Bombay, Powai, Mumbai, India
",2022,"  India is the second-highest contributor to the post-2000 global greening.
With satellite data, here we show that this 18.51% increase in Leaf Area Index
(LAI) during 2001-2019 fails to translate into increased carbon uptake due to
warming constraints. Our analysis further shows 6.19% decrease in Net Primary
Productivity (NPP) during 2001-2019 over the temporally consistent forests in
India despite 6.75% increase in LAI. We identify hotspots of statistically
significant decreasing trends in NPP over the key forested regions of Northeast
India, Peninsular India, and the Western Ghats. Together, these areas
contribute to 31% of the NPP of India (1274.8 TgC.year -1). These regions are
the warming hotspots in India. Decreasing photosynthesis and stable
respiration, above a threshold temperature, are the key reasons behind the
declining NPP. Warming has already started affecting carbon uptake in Indian
forests and calls for improved climate resilient forest management practices in
a warming world.
",arXiv,149,False
"Radiation MHD Simulations of Soft X-ray Emitting Regions in Changing
  Look AGN","
Taichi Igarashi
, 
Hiroyuki R. Takahashi
, 
Tomohisa Kawashima
, 
Ken Ohsuga
, 
Yosuke Matsumoto
, 
Ryoji Matsumoto
",2024,"  Strong soft X-ray emission called soft X-ray excess is often observed in
luminous active galactic nuclei (AGN). It has been suggested that the soft
X-rays are emitted from a warm ($T=10^6\sim10^7\ \rm{K}$) region that is
optically thick for the Thomson scattering (warm Comptonization region).
Motivated by the recent observations that soft X-ray excess appears in changing
look AGN (CLAGN) during the state transition from a dim state without broad
emission lines to a bright state with broad emission lines, we performed global
three-dimensional radiation magnetohydrodynamic simulations assuming that the
mass accretion rate increases and becomes around $10$\% of the Eddington
accretion rate. The simulation successfully reproduces a warm, Thomson-thick
region outside the hot radiatively inefficient accretion flow near the black
hole. The warm region is formed by efficient radiative cooling due to inverse
Compton scattering. The calculated luminosity $0.01L_{{\rm Edd}}-0.08L_{{\rm
Edd}}$ is consistent with the luminosity of CLAGN. We also found that the warm
Comptonization region is well described by the steady model of magnetized disks
supported by azimuthal magnetic fields. When the anti-parallel azimuthal
magnetic fields supporting the radiatively cooled region reconnect around the
equatorial plane of the disk, the temperature of the region becomes higher by
releasing the magnetic energy transported to the region.
",arXiv,206,False
"Warm Jupiters around M-dwarfs are great opportunities for extensive
  chemical, cloud and haze characterisation with JWST","
Lucas Teinturier
, 
Elsa Ducrot
, 
Benjamin Charnay
",2024,"  The population of short-period giant exoplanets around M-dwarf stars is
slowly rising. These planets present an extraordinary opportunity for
atmospheric characterisation and defy our current understanding of planetary
formation. Furthermore, clouds and hazes are ubiquitous in warm exoplanets but
their behaviour is still poorly understood. We study the case of a standard
warm Jupiter around a M-dwarf star to show the opportunity of this exoplanet
population for atmospheric characterisation. We aim to derive the cloud, haze,
and chemical budget of such planets using JWST. We leverage a 3D Global Climate
Model, the generic PCM, to simulate the cloudy and cloud-free atmosphere of
warm Jupiters around a M-dwarf. We then post-process our simulations to produce
spectral phase curves and transit spectra as would be seen with JWST.We show
that using the amplitude and offset of the spectral phase curves, we can
directly infer the presence of clouds and hazes in the atmosphere of such giant
planets. Chemical characterisation of multiple species is possible with an
unprecedented signal-to-noise ratio, using the transit spectrum in one single
visit. In such atmospheres, NH3 could be detected for the first time in a giant
exoplanet. We make the case that these planets are key to understanding the
cloud and haze budget in warm giants. Finally, such planets are targets of
great interest for Ariel.
",arXiv,219,False
"Smaller desert dust cooling effect estimated from analysis of dust size
  and abundance","
Jasper F. Kok
, 
David A. Ridley
, 
Qing Zhou
, 
Ron L. Miller
, 
Chun Zhao
, 
Colette L. Heald
, 
Daniel S. Ward
, 
Samuel Albani
, 
Karsten Haustein
",2017,"  Desert dust aerosols affect Earth's global energy balance through direct
interactions with radiation, and through indirect interactions with clouds and
ecosystems. But the magnitudes of these effects are so uncertain that it
remains unclear whether atmospheric dust has a net warming or cooling effect on
global climate. Consequently, it is still uncertain whether large changes in
atmospheric dust loading over the past century have slowed or accelerated
anthropogenic climate change, or what the effects of potential future changes
in dust loading will be. Here we present an analysis of the size and abundance
of dust aerosols to constrain the direct radiative effect of dust. Using
observational data on dust abundance, in situ measurements of dust optical
properties and size distribution, and climate and atmospheric chemical
transport model simulations of dust lifetime, we find that the dust found in
the atmosphere is substantially coarser than represented in current global
climate models. Since coarse dust warms climate, the global dust direct
radiative effect is likely to be less cooling than the ~-0.4 W/m2 estimated by
models in a current global aerosol model ensemble. Instead, we constrain the
dust direct radiative effect to a range between -0.48 and +0.20 W/m2, which
includes the possibility that dust causes a net warming of the planet.
",arXiv,210,False
"Global temperature goals should determine the time horizons for
  greenhouse gas emission metrics","
Sam Abernethy
, 
Robert B. Jackson
",2021,"  Emission metrics, a crucial tool in setting effective equivalences between
greenhouse gases, currently require a subjective, arbitrary choice of time
horizon. Here, we propose a novel framework that uses a specific temperature
goal to calculate the time horizon that aligns with scenarios achieving that
temperature goal. We analyze the Intergovernmental Panel on Climate Change
Special Report on Global Warming of 1.5 C Scenario Database to find that time
horizons that align with the 1.5 and 2 C global warming goals of the Paris
Agreement are 24 [90% prediction interval: 7, 41] and 58 [90% PI: 41, 74] years
respectively. We then use these time horizons to quantify time-dependent
emission metrics with methane as our main example. We find that the Global
Warming Potential values that align with the 1.5 and 2 C goals are GWP1.5 C =
75 [90% PI: 54, 107] and GWP2 C = 42 [90% PI: 35, 54]; for the Global
Temperature change Potential they are GTP1.5 C = 41 [90% PI: 16, 102] and GTP2
C = 9 [90% PI: 7, 16]. The most commonly used time horizon, 100 years,
underestimates methane emission metrics by 34-38% relative to the values we
calculate that align with the 2 C goal and 63-87% relative to the 1.5 C goal.
To best align emission metrics with the 1.5 C goal of the Paris Agreement, we
recommend a 24-year time horizon, using 2045 as the endpoint time, with its
associated GWP1.5 C = 75 and GTP1.5 C = 41.
",arXiv,249,False
21st century change in ocean response to climate forcing,"
Stjepan Marčelja
",2015,"  Modeling globally averaged information on climate forcing from the land
surface temperature data, the sea surface temperatures (SST) and the
empirically determined relationship between the changes in SST and the
turbulent diffusion of heat into the upper ocean demonstrates a consistent
link. The modeling is accurate throughout the 20th century despite the
different phases of the Interdecadal Pacific Oscillation (IPO) or the strong
divergence between land and ocean surface warming. It only fails during the
last 15 years when SST drops well below the trend. The finding reinforces the
view that slower global warming over the previous 15 years is not a caused by a
negative phase of the IPO or by the variations in the upper ocean (top 700 m)
warming but results from a change in the ocean behavior leading to increased
heat transfer into the deeper ocean.
",arXiv,140,False
"Is methane the 'climate culprit'? Fixing the 'Broken Record' while
  unmasking the dangers of using imprecise, long-term GWP for methane to
  address the climate emergency","
Roger W. Bryenton
, 
Farrukh A. Chishtie
, 
Mujtaba Hassan
, 
Tom Mommsen
, 
Devyani Singh
",2024,"  Methane (CH4) is a potent greenhouse gas (GHG) with a short atmospheric
half-life (~8.4 years) and a high short-term impact on global warming which is
significantly higher than that of CO2. Traditional metrics such as the 100-year
Global Warming Potential (GWP100) obscure the short-term, negative climatic
effects of methane, potentially leading to inadequate policy responses. This
study examines the limitations of GWP100 in capturing the true climate impact
of methane, explores alternative metrics, and discusses the implications of
under-reporting methane emissions. We highlight the necessity of adopting a
more immediate perspective on methane to accelerate climate emergency action,
while noting the adverse effects of the rapid growth rate of methane emissions
on reduction efforts. Additionally, we hope that during COP29, policymakers
will adopt actions that pay appropriate attention to the short-term warming
potential of methane to dramatically reduce emissions and address the immediate
climate crisis.
",arXiv,145,False
Thermal instability as a constraint for warm X-ray corona in AGN,"
Dominik Gronkiewicz
Nicolaus Copernicus Astronomical Center, Polish Academy of Sciences, Bartycka 18, 00-716 Warsaw, Poland
, 
Agata Różańska
Nicolaus Copernicus Astronomical Center, Polish Academy of Sciences, Bartycka 18, 00-716 Warsaw, Poland
, 
Pierre-Olivier Petrucci
Université de Grenoble Alpes, IPAG, F-38000 Grenoble, France
, 
Renaud Belmont
Université Paris Cité, Université Paris-Saclay, CEA, CNRS, AIM, F-91191, Gif-sur-Yvette, France
",2023,"  Context. Warm corona is a possible explanation for Soft X-ray Excess in
Active Galactic Nuclei (AGN). This paper contains self consistent modeling of
both: accretion disk with optically thick corona, where the gas is heated by
magneto-rotational instability dynamo (MRI), and cooled by radiation which
undergoes free-free absorption and Compton scattering. Aims. We determine the
parameters of warm corona in AGN using disk-corona structure model that takes
into account magnetic and radiation pressure. We aim to show the role of
thermal instability (TI) as a constraint for warm, optically thick X-ray corona
in AGN. Methods. With the use of relaxation code, the vertical solution of the
disk driven by MRI together with radiative transfer in hydrostatic and
radiative equilibrium is calculated, which allows us to point out how TI
affects the corona for wide range of global parameters. Results. We show that
magnetic heating is strong enough to heat upper layers of the accretion disk
atmosphere, which form the warm corona covering the disk. Magnetic pressure
does not remove TI caused by radiative processes operating in X-ray emitting
plasma. TI disappears only in case of accretion rates higher than 0.2 of
Eddington, and high magnetic field parameter $\alpha_{\rm B}$ > 0.1.
Conclusions. TI plays the major role in the formation of the warm corona above
magnetically driven accretion disk in AGN. The warm, Compton cooled corona,
responsible for soft X-ray excess, resulted from our model has typical
temperature in the range of 0.01 - 2 keV and optical depth even up to 50, which
agrees with recent observations.
",arXiv,258,False
"Reinforcement of Climate Hiatus by Decadal Modulation of Daily Cloud
  Cycle","
Jun Yin
Princeton University
, 
Amilcare Porporato
Princeton University
",2018,"  Based on observations and climate model results, it has been suggested that
the recent slowdown of global warming trends (climate hiatus), which took place
in the early 2000s, might be due to enhanced ocean heat uptake. Here we suggest
an alternative hypothesis which, at least in part, would relate such slowdown
to unaccounted energy reflected or reemitted by clouds. We show that the daily
cloud cycle is strongly linked to pacific decadal oscillation (PDO) and that
its decadal variations during the climate hiatus have an overall cooling
effect. Such an effect may have partially, and temporarily, counteracted the
greenhouse warming trends.
",arXiv,101,False
"Re-appraisal of the global climatic role of natural forests for improved
  climate projections and policies","
Anastassia M. Makarieva
, 
Andrei V. Nefiodov
, 
Anja Rammig
, 
Antonio Donato Nobre
",2023,"  Along with the accumulation of atmospheric carbon dioxide, the loss of
primary forests and other natural ecosystems is a major disruption of the Earth
system causing global concern. Quantifying planetary warming from carbon
emissions, global climate models highlight natural forests' high carbon storage
potential supporting conservation policies. However, some model outcomes
effectively deprioritize conservation of boreal and temperate forests
suggesting that increased albedo upon deforestation could cool the planet.
Potential conflict of global cooling versus regional forest conservation could
harm environmental policies. Here we present theoretical and observational
evidence to demonstrate that, compared to the carbon-related warming, the model
skills for assessing climatic impacts of deforestation is low. We argue that
deforestation-induced global cooling results from the models' limited capacity
to account for the global effect of cooling from evapotranspiration of intact
forests. Transpiration of trees can change the greenhouse effect via small
modifications of the vertical temperature profile. Due to their convective
parameterization (which postulates a certain critical temperature profile),
global climate models do not properly capture this effect. This
parameterization may lead to underestimation of warming from the loss of
evapotranspiration in both high and low latitidues, and therefore, conclusions
about deforestation-induced global cooling are not robust. To avoid deepening
the environmental crisis, these conclusions should not inform policies of
vegetation cover management. Studies are mounting quantifying the stabilizing
impact of natural ecosystems evolved to maintain environmental homeostasis.
Given the critical state and our limited understanding of both climate and
ecosystems, an optimal policy would be a global moratorium on the exploitation
of all natural forests.
",arXiv,258,False
Decaying warm dark matter and structure formation,"
Jui-Lin Kuo
, 
Massimiliano Lattanzi
, 
Kingman Cheung
, 
José W. F. Valle
",2018,"  We examine the cosmology of warm dark matter (WDM), both stable and decaying,
from the point of view of structure formation. We compare the matter power
spectrum associated to WDM masses of 1.5 keV and 0.158 keV, with that expected
for the stable cold dark matter $\Lambda$CDM$\equiv$SCDM paradigm, taken as our
reference model. We scrutinize the effects associated to the warm nature of
dark matter, as well as the fact that it decays. The decaying warm dark matter
(DWDM) scenario is well-motivated, emerging in a broad class of particle
physics theories where neutrino masses arise from the spontaneous breaking of a
continuous global lepton number symmetry. The majoron arises as a
Nambu-Goldstone boson, and picks up a mass from gravitational effects, that
explicitly violate global symmetries. The majoron necessarily decays to
neutrinos, with an amplitude proportional to their tiny mass, which typically
gives it cosmologically long lifetimes. Using N-body simulations we show that
our DWDM picture leads to a viable alternative to the $\Lambda$CDM scenario,
with predictions that can differ substantially on small scales.
",arXiv,174,False
"Understanding decreases in land relative humidity with global warming:
  conceptual model and GCM simulations","
Michael P. Byrne
, 
Paul A. O'Gorman
",2016,"  Climate models simulate a strong land-ocean contrast in the response of
near-surface relative humidity to global warming: relative humidity tends to
increase slightly over oceans but decrease substantially over land. Surface
energy balance arguments have been used to understand the response over ocean
but are difficult to apply over more complex land surfaces. Here, a conceptual
box model is introduced, involving moisture transport between the land and
ocean boundary layers and evapotranspiration, to investigate the decreases in
land relative humidity as the climate warms. The box model is applied to
idealized and full-complexity (CMIP5) general circulation model simulations,
and it is found to capture many of the features of the simulated changes in
land relative humidity. The box model suggests there is a strong link between
fractional changes in specific humidity over land and ocean, and the greater
warming over land than ocean then implies a decrease in land relative humidity.
Evapotranspiration is of secondary importance for the increase in specific
humidity over land, but it matters more for the decrease in relative humidity.
Further analysis shows there is a strong feedback between changes in
surface-air temperature and relative humidity, and this can amplify the
influence on relative humidity of factors such as stomatal conductance and soil
moisture.
",arXiv,208,False
"Quantifying uncertainty about global and regional economic impacts of
  climate change","
Jenny Bjordal
, 
Trude Storelvmo
, 
Anthony A. Smith Jr
",2021,"  The economic impacts of climate change are highly uncertain. Two of the most
important uncertainties are the sensitivity of the climate system and the
so-called damage functions, which relate climate change to economic damages and
benefits. Despite broad awareness of these uncertainties, it is unclear which
of them is most important, both on the global as well as the regional level.
Here we apply different damage functions to data from climate models with
vastly different climate sensitivities, and find that uncertainty in both
climate sensitivity and economic damage per degree of warming are of similar
importance for the global economic impact. Increasing the climate sensitivity
or the sensitivity of the damage function both increases the economic damages
globally. Yet, at the country-level the effect varies depending on the initial
temperature as well as how much the country warms. Our findings emphasise the
importance of including these uncertainties in estimates of future economic
impacts, as they both are vital for the resulting impacts and thus policy
implications.
",arXiv,166,False
